Range;class;model;precision;recall;f1_score;roc_auc;accuracy;номер комбинации;RSI__h_bound;RSI__period;SMA__ma_long;SMA__ma_longest;SMA__ma_short;EMA__ema_long;EMA__ema_longest;EMA__ema_short;RSIEMA__h_bound;RSIEMA__period;ROC__roc_high;ROC__roc_low;MOM__mom_high;MOM__mom_low;STOCH__stoch_d;STOCH__stoch_k;STOCH__stoch_period;SHIFT1__num_shifts;SHIFT2__num_shifts;CORRELATION_REMOVER__threshold;DEPENDENCIES_REMOVER__correlation_threshold;DATAPREPROCESSOR__apply_balancing;DATAPREPROCESSOR__apply_scaling;n_estimators;min_samples_split;min_samples_leaf;max_features;max_depth
0,05;1;RandomForestClassifier;0.6431718061674009;0.827455919395466;0.7237675571467915;0.5193175826995573;0.5964865227303205;157;70;13;34;200;5;21;134;13;70;8;14;9;21;14;3;5;3;13;3;0.03;0.5;FALSE;FALSE;100;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.3526570048309179;0.027107315261789826;0.0503448275862069;0.4390486047260631;0.630682580126056;158;70;13;21;200;8;34;200;5;80;13;21;5;21;5;3;5;3;3;1;0.03;0.8;FALSE;TRUE;100;5;4;log2;10
0,05;1;RandomForestClassifier;0.6386206896551724;0.9718723761544921;0.7707674379890128;0.5609513952739369;0.630682580126056;158;70;13;21;200;8;34;200;5;80;13;21;5;21;5;3;5;3;3;1;0.03;0.8;FALSE;TRUE;100;5;4;log2;10
0,05;0;RandomForestClassifier;0.38064516129032255;0.021908652060898627;0.04143258426966292;0.449795439431084;0.6339010325868312;159;70;21;34;200;13;21;200;13;70;8;14;9;14;14;5;5;3;8;3;0.03;0.8;FALSE;TRUE;100;2;4;log2;10
0,05;1;RandomForestClassifier;0.6392769104354972;0.9798488664987406;0.7737444057682745;0.550204560568916;0.6339010325868312;159;70;21;34;200;13;21;200;13;70;8;14;9;14;14;5;5;3;8;3;0.03;0.8;FALSE;TRUE;100;2;4;log2;10
0,05;0;RandomForestClassifier;0.3333333333333333;0.02005198663200891;0.037828371278458846;0.4477815576222586;0.6316212954271154;160;70;13;34;200;13;21;134;13;70;21;14;9;21;14;5;8;5;3;1;0.01;0.8;FALSE;TRUE;100;10;4;log2;10
0,05;1;RandomForestClassifier;0.638245373543523;0.9773299748110831;0.772203333609752;0.5522184423777414;0.6316212954271154;160;70;13;34;200;13;21;134;13;70;21;14;9;21;14;5;8;5;3;1;0.01;0.8;FALSE;TRUE;100;10;4;log2;10
0,05;0;RandomForestClassifier;0.4172661870503597;0.021537318975120682;0.04096045197740113;0.44429154105724855;0.6357784631889499;161;70;21;34;200;13;21;200;13;80;21;14;9;14;14;3;8;5;3;1;0.01;0.8;FALSE;FALSE;200;10;2;sqrt;10
0,05;1;RandomForestClassifier;0.639928942333971;0.9829974811083123;0.7752027809965237;0.5557084589427514;0.6357784631889499;161;70;21;34;200;13;21;200;13;80;21;14;9;14;14;3;8;5;3;1;0.01;0.8;FALSE;FALSE;200;10;2;sqrt;10
0,05;0;RandomForestClassifier;0.3530973451327434;0.29632380245079837;0.32222895215021197;0.46685478070302616;0.5498189620490814;162;70;21;21;200;13;34;134;5;70;13;14;5;21;5;5;13;5;8;1;0.03;0.3;FALSE;FALSE;100;5;2;log2;10
0,05;1;RandomForestClassifier;0.6353665576294015;0.6931150293870697;0.6629856440116454;0.5331452192969739;0.5498189620490814;162;70;21;21;200;13;34;134;5;70;13;14;5;21;5;5;13;5;8;1;0.03;0.3;FALSE;FALSE;100;5;2;log2;10
0,05;0;RandomForestClassifier;0.36889287315105335;0.30560712959524694;0.33428107229894394;0.4672019506367069;0.5604130347324662;163;70;21;34;200;8;21;200;5;70;13;21;5;14;14;3;5;3;13;3;0.01;0.3;FALSE;FALSE;100;10;2;sqrt;10
0,05;1;RandomForestClassifier;0.6421737466513586;0.7044500419815282;0.6718718718718719;0.5327980493632931;0.5604130347324662;163;70;21;34;200;8;21;200;5;70;13;21;5;14;14;3;5;3;13;3;0.01;0.3;FALSE;FALSE;100;10;2;sqrt;10
0,05;0;RandomForestClassifier;0.4264705882352941;0.032305978462681025;0.06006213324128409;0.4361461424852753;0.6348397478878905;164;70;13;21;200;8;21;200;5;80;21;21;9;21;5;3;5;5;5;1;0.01;0.8;FALSE;TRUE;100;2;4;log2;10
0,05;1;RandomForestClassifier;0.6407003998345512;0.97544080604534;0.7734043438462178;0.5638538575147247;0.6348397478878905;164;70;13;21;200;8;21;200;5;80;21;21;9;21;5;3;5;5;5;1;0.01;0.8;FALSE;TRUE;100;2;4;log2;10
0,05;0;RandomForestClassifier;0.432;0.02005198663200891;0.0383250532292406;0.4313896649677632;0.6365830763041438;165;70;21;21;200;5;34;134;13;80;13;14;9;14;14;5;5;5;13;1;0.01;0.8;FALSE;FALSE;300;5;4;log2;10
0,05;1;RandomForestClassifier;0.6400709219858156;0.9850965575146935;0.7759589947089947;0.5686103350322367;0.6365830763041438;165;70;21;21;200;5;34;134;13;80;13;14;9;14;14;5;5;5;13;1;0.01;0.8;FALSE;FALSE;300;5;4;log2;10
0,05;0;RandomForestClassifier;0.3474903474903475;0.2005198663200891;0.25429715093006827;0.48747160050172056;0.575298377363551;166;70;21;34;200;8;34;200;13;70;8;21;5;14;5;3;5;3;5;3;0.03;0.5;FALSE;FALSE;100;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6352702015924107;0.7871536523929471;0.703103028030374;0.5125283994982794;0.575298377363551;166;70;21;34;200;8;34;200;13;70;8;21;5;14;5;3;5;3;5;3;0.03;0.5;FALSE;FALSE;100;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.4129353233830846;0.030820646119569254;0.05736005528680028;0.44246005207393113;0.6341692369585624;167;70;13;34;200;8;21;134;13;80;8;21;9;21;5;3;5;3;3;3;0.03;0.8;FALSE;TRUE;100;10;2;sqrt;10
0,05;1;RandomForestClassifier;0.6402976846747519;0.9752308984047019;0.7730449251247921;0.5575399479260689;0.6341692369585624;167;70;13;34;200;8;21;134;13;80;8;21;9;21;5;3;5;3;3;3;0.03;0.8;FALSE;TRUE;100;10;2;sqrt;10
0,05;0;RandomForestClassifier;0.3669250645994832;0.2109171927218715;0.26786135345437395;0.4858806907730743;0.58361271288722;168;70;21;34;200;5;34;134;13;70;8;21;5;14;14;5;5;3;13;3;0.03;0.5;FALSE;FALSE;300;5;1;log2;10
0,05;1;RandomForestClassifier;0.6403790827551193;0.7942905121746432;0.7090789843530404;0.5141193092269256;0.58361271288722;168;70;21;34;200;5;34;134;13;70;8;21;5;14;14;5;5;3;13;3;0.03;0.5;FALSE;FALSE;300;5;1;log2;10
0,05;0;RandomForestClassifier;0.3926940639269406;0.03193464537690308;0.059065934065934064;0.43745064091591757;0.6325600107281749;169;70;13;21;200;5;34;134;5;80;21;21;9;21;5;5;5;5;5;3;0.01;0.8;FALSE;TRUE;100;2;4;log2;10
0,05;1;RandomForestClassifier;0.6398176291793313;0.9720822837951302;0.7717047158806866;0.5625493590840824;0.6325600107281749;169;70;13;21;200;5;34;134;5;80;21;21;9;21;5;5;5;5;5;3;0.01;0.8;FALSE;TRUE;100;2;4;log2;10
0,05;0;RandomForestClassifier;0.4444444444444444;0.019309320460453028;0.03701067615658363;0.4343221362845428;0.6371194850476063;170;70;13;34;200;13;21;200;13;70;21;21;5;21;5;3;8;3;13;3;0.03;0.8;FALSE;FALSE;300;10;4;log2;10
0,05;1;RandomForestClassifier;0.6401907356948229;0.9863560033585222;0.7764375413086583;0.5656778637154573;0.6371194850476063;170;70;13;34;200;13;21;200;13;70;21;21;5;21;5;3;8;3;13;3;0.03;0.8;FALSE;FALSE;300;10;4;log2;10
0,05;0;RandomForestClassifier;0.3633291085762569;0.3193464537690308;0.33992094861660077;0.49631901658777006;0.5520986992087971;171;70;13;34;200;13;21;134;13;80;21;21;5;21;14;3;13;5;8;1;0.01;0.3;FALSE;FALSE;200;5;4;log2;10
0,05;1;RandomForestClassifier;0.6398821218074656;0.6836691855583543;0.6610513497057032;0.5036809834122299;0.5520986992087971;171;70;13;34;200;13;21;134;13;80;21;21;5;21;14;3;13;5;8;1;0.01;0.3;FALSE;FALSE;200;5;4;log2;10
0,05;0;RandomForestClassifier;0.3588516746411483;0.027849981433345713;0.051688490696071676;0.4398441959952771;0.6309507844977873;172;70;21;34;200;5;21;200;5;70;8;21;5;14;5;5;13;5;3;1;0.03;0.8;FALSE;TRUE;100;10;4;log2;10
0,05;1;RandomForestClassifier;0.6387969094922737;0.9718723761544921;0.7708957708957709;0.5601558040047229;0.6309507844977873;172;70;21;34;200;5;21;200;5;70;8;21;5;14;5;5;13;5;3;1;0.03;0.8;FALSE;TRUE;100;10;4;log2;10
0,05;0;RandomForestClassifier;0.3839779005524862;0.15484589676940216;0.22069330510717122;0.47888569207788456;0.6050690626257208;173;70;21;21;200;8;34;134;5;70;13;21;9;14;14;5;8;5;13;3;0.03;0.5;FALSE;FALSE;100;2;4;log2;10
0,05;1;RandomForestClassifier;0.6427562392089154;0.8595717884130982;0.73551863493489;0.5211143079221155;0.6050690626257208;173;70;21;21;200;8;34;134;5;70;13;21;9;14;14;5;8;5;13;3;0.03;0.5;FALSE;FALSE;100;2;4;log2;10
0,05;0;RandomForestClassifier;0.3624161073825503;0.3208317861121426;0.34035847941697855;0.4915186166953974;0.5508917795360064;174;70;13;34;200;13;34;134;5;70;8;21;5;21;14;3;5;5;3;3;0.03;0.3;FALSE;FALSE;200;5;2;log2;10
0,05;1;RandomForestClassifier;0.6394638281095999;0.6809403862300588;0.6595506760191115;0.5084813833046026;0.5508917795360064;174;70;13;34;200;13;34;134;5;70;8;21;5;21;14;3;5;5;3;3;0.03;0.3;FALSE;FALSE;200;5;2;log2;10
0,05;0;RandomForestClassifier;0.3824465666211915;0.3122911251392499;0.3438266557645135;0.49103586030019053;0.5695319833713289;175;70;13;21;200;5;21;134;5;80;21;21;9;21;5;5;13;5;13;3;0.03;0.3;FALSE;FALSE;100;5;2;log2;10
0,05;1;RandomForestClassifier;0.6477748193229365;0.7149454240134341;0.6797046497705049;0.5089641396998095;0.5695319833713289;175;70;13;21;200;5;21;134;5;80;21;21;9;21;5;5;13;5;13;3;0.03;0.3;FALSE;FALSE;100;5;2;log2;10
0,05;0;RandomForestClassifier;0.3767441860465116;0.030077979948013367;0.05570839064649243;0.44246558621521787;0.631755397612981;176;70;21;34;200;8;21;200;5;80;13;21;9;21;14;5;13;5;3;3;0.01;0.8;FALSE;TRUE;300;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6393261529964098;0.9718723761544921;0.7712810261535898;0.5575344137847821;0.631755397612981;176;70;21;34;200;8;21;200;5;80;13;21;9;21;14;5;13;5;3;3;0.01;0.8;FALSE;TRUE;300;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.3770491803278688;0.324545116969922;0.34883256834963083;0.46326550035028774;0.5624245675204506;177;70;21;21;200;5;34;134;13;80;8;21;9;14;5;5;13;3;13;3;0.03;0.3;FALSE;FALSE;100;5;1;sqrt;10
0,05;1;RandomForestClassifier;0.6460400856197703;0.6968933669185559;0.6705038877107947;0.5367344996497123;0.5624245675204506;177;70;21;21;200;5;34;134;13;80;8;21;9;14;5;5;13;3;13;3;0.03;0.3;FALSE;FALSE;100;5;1;sqrt;10
0,05;0;RandomForestClassifier;0.46511627906976744;0.029706646862235425;0.055846422338568937;0.4305515933182493;0.6372535872334719;178;70;21;21;200;8;34;200;5;70;21;21;9;21;5;3;8;5;13;3;0.01;0.8;FALSE;FALSE;100;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6413177762525738;0.980688497061293;0.7755000414972197;0.5694484066817507;0.6372535872334719;178;70;21;21;200;8;34;200;5;70;21;21;9;21;5;3;8;5;13;3;0.01;0.8;FALSE;FALSE;100;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.3696808510638298;0.3096917935388043;0.33703778541119417;0.46171722689324535;0.5600107281748693;179;70;21;34;200;5;34;200;13;70;8;21;9;21;14;3;13;3;5;1;0.03;0.3;FALSE;TRUE;100;5;2;sqrt;10
0,05;1;RandomForestClassifier;0.6425687367813882;0.7015113350125944;0.6707476166583041;0.5382827731067547;0.5600107281748693;179;70;21;34;200;5;34;200;13;70;8;21;9;21;14;3;13;3;5;1;0.03;0.3;FALSE;TRUE;100;5;2;sqrt;10
0,05;0;RandomForestClassifier;0.3973834832379395;0.1804678796880802;0.24821246169560776;0.47448979114618456;0.6052031648115864;180;70;21;21;200;13;34;200;13;80;13;14;9;14;14;5;8;3;5;1;0.01;0.5;FALSE;TRUE;100;2;2;sqrt;10
0,05;1;RandomForestClassifier;0.6459736926531922;0.8452980688497062;0.7323149663575196;0.5255102088538155;0.6052031648115864;180;70;21;21;200;13;34;200;13;80;13;14;9;14;14;5;8;3;5;1;0.01;0.5;FALSE;TRUE;100;2;2;sqrt;10
0,05;0;RandomForestClassifier;0.390194075587334;0.14184923876717415;0.20806100217864923;0.4761254416790366;0.610030843502749;181;70;13;21;200;8;34;134;5;80;21;21;5;21;5;5;5;5;8;1;0.01;0.5;FALSE;FALSE;100;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.6432540907687558;0.8746851385390428;0.7413271659847003;0.5238745583209634;0.610030843502749;181;70;13;21;200;8;34;134;5;80;21;21;5;21;5;5;5;5;8;1;0.01;0.5;FALSE;FALSE;100;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.3700607902735562;0.18083921277385814;0.24295335495135945;0.4788913821104752;0.5929998658978142;182;70;13;34;200;5;34;200;5;70;21;21;9;14;14;5;8;5;3;1;0.01;0.5;FALSE;TRUE;100;5;2;log2;10
0,05;1;RandomForestClassifier;0.640775118058948;0.8259865659109992;0.7216872994039432;0.5211086178895248;0.5929998658978142;182;70;13;34;200;5;34;200;5;70;21;21;9;14;14;5;8;5;3;1;0.01;0.5;FALSE;TRUE;100;5;2;log2;10
0,05;0;RandomForestClassifier;0.4507042253521127;0.02376531748978834;0.045149911816578486;0.4349014283696606;0.6369853828617407;183;70;13;21;200;13;21;134;13;80;21;14;5;14;14;5;13;5;8;1;0.03;0.8;FALSE;FALSE;300;10;1;sqrt;10
0,05;1;RandomForestClassifier;0.6406015037593985;0.9836272040302267;0.7758920440433811;0.5650985716303394;0.6369853828617407;183;70;13;21;200;13;21;134;13;80;21;14;5;14;14;5;13;5;8;1;0.03;0.8;FALSE;FALSE;300;10;1;sqrt;10
0,05;0;RandomForestClassifier;0.3687057844361215;0.32900111399925736;0.347723704866562;0.4887598472639361;0.5542443341826472;184;70;13;34;200;13;34;134;5;80;13;14;5;14;5;5;8;5;13;1;0.01;0.3;FALSE;TRUE;100;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6424614166996439;0.6815701091519731;0.6614381747810144;0.5112401527360638;0.5542443341826472;184;70;13;34;200;13;34;134;5;80;13;14;5;14;5;5;8;5;13;1;0.01;0.3;FALSE;TRUE;100;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.4418604651162791;0.02116598588934274;0.040396881644223954;0.4314987109348085;0.636851280675875;185;70;13;21;200;13;34;134;5;80;21;14;5;14;5;3;8;5;3;3;0.01;0.8;FALSE;FALSE;100;10;4;log2;10
0,05;1;RandomForestClassifier;0.6402838427947598;0.9848866498740554;0.7760502811776381;0.5685012890651916;0.636851280675875;185;70;13;21;200;13;34;134;5;80;21;14;5;14;5;3;8;5;3;3;0.01;0.8;FALSE;FALSE;100;10;4;log2;10
0,05;0;RandomForestClassifier;0.39040114613180515;0.20237653174897882;0.2665688432379555;0.48094462647352354;0.5978275445889768;186;70;13;34;200;5;34;200;13;70;8;14;5;14;5;5;5;3;13;1;0.03;0.5;FALSE;FALSE;100;10;2;sqrt;10
0,05;1;RandomForestClassifier;0.6456030358026729;0.8213685978169606;0.7229561200923788;0.5190553735264763;0.5978275445889768;186;70;13;34;200;5;34;200;13;70;8;14;5;14;5;5;5;3;13;1;0.03;0.5;FALSE;FALSE;100;10;2;sqrt;10
0,05;0;RandomForestClassifier;0.37210319195452557;0.3160044559970293;0.3417670682730924;0.48890755427433685;0.5604130347324662;187;70;13;21;200;5;21;200;13;70;21;14;9;14;14;5;13;5;3;1;0.03;0.3;FALSE;FALSE;200;5;4;log2;10
0,05;1;RandomForestClassifier;0.6437137330754352;0.6985726280436608;0.6700221461646869;0.5110924457256631;0.5604130347324662;187;70;13;21;200;5;21;200;13;70;21;14;9;14;14;5;13;5;3;1;0.03;0.3;FALSE;FALSE;200;5;4;log2;10
0,05;0;RandomForestClassifier;0.3722627737226277;0.018937987374675083;0.03604240282685512;0.4448988935770601;0.6341692369585624;188;70;21;21;200;5;34;134;13;80;8;14;5;14;14;5;8;5;5;3;0.03;0.8;FALSE;TRUE;200;5;4;sqrt;10
0,05;1;RandomForestClassifier;0.6390710382513661;0.9819479429051218;0.7742469380999669;0.55510110642294;0.6341692369585624;188;70;21;21;200;5;34;134;13;80;8;14;5;14;14;5;8;5;5;3;0.03;0.8;FALSE;TRUE;200;5;4;sqrt;10
0,05;0;RandomForestClassifier;0.39655172413793105;0.162272558484961;0.23030303030303031;0.47388103560463846;0.6082875150864959;189;70;13;21;200;13;21;200;5;80;13;21;5;21;5;3;8;5;8;1;0.01;0.5;FALSE;TRUE;100;2;2;sqrt;10
0,05;1;RandomForestClassifier;0.6450039339103069;0.8604114189756508;0.7372965194711755;0.5261189643953615;0.6082875150864959;189;70;13;21;200;13;21;200;5;80;13;21;5;21;5;3;8;5;8;1;0.01;0.5;FALSE;TRUE;100;2;2;sqrt;10
0,05;0;RandomForestClassifier;0.3534136546184739;0.032677311548458966;0.05982324949014276;0.4565538730726768;0.6290733538956685;190;70;21;34;200;13;34;200;5;80;21;14;9;21;14;5;5;5;3;1;0.03;0.8;FALSE;FALSE;100;5;2;sqrt;10
0,05;1;RandomForestClassifier;0.6385960044395117;0.9662048698572628;0.76896090878717;0.5434461269273232;0.6290733538956685;190;70;21;34;200;13;34;200;5;80;21;14;9;21;14;5;5;5;3;1;0.03;0.8;FALSE;FALSE;100;5;2;sqrt;10
0,05;0;RandomForestClassifier;0.3724167018135808;0.3278871147419235;0.34873617693522907;0.48678606849302686;0.5577309910151536;191;70;13;34;200;5;34;200;5;70;21;14;9;21;14;5;5;3;13;1;0.03;0.3;FALSE;FALSE;200;10;2;sqrt;10
0,05;1;RandomForestClassifier;0.6441211167911916;0.6876574307304786;0.6651776649746193;0.5132139315069733;0.5577309910151536;191;70;13;34;200;5;34;200;5;70;21;14;9;21;14;5;5;3;13;1;0.03;0.3;FALSE;FALSE;200;10;2;sqrt;10
0,05;0;RandomForestClassifier;0.3695002135839385;0.32120311919792055;0.34366309098132697;0.4892223767624681;0.5569263778999598;192;70;13;34;200;13;34;200;13;80;21;21;9;14;14;3;13;5;3;1;0.01;0.3;FALSE;TRUE;300;5;1;sqrt;10
0,05;1;RandomForestClassifier;0.6426896012509773;0.690176322418136;0.665587044534413;0.5107776232375318;0.5569263778999598;192;70;13;34;200;13;34;200;13;80;21;21;9;14;14;3;13;5;3;1;0.01;0.3;FALSE;TRUE;300;5;1;sqrt;10
0,05;0;RandomForestClassifier;0.39288811795316564;0.1682138878574081;0.23556942277691106;0.47658111196019903;0.6057395735550489;193;70;13;21;200;8;34;134;13;80;8;14;5;14;14;3;13;5;8;1;0.01;0.5;FALSE;FALSE;100;10;4;log2;10
0,05;1;RandomForestClassifier;0.6446700507614214;0.8530646515533166;0.7343693530899892;0.523418888039801;0.6057395735550489;193;70;13;21;200;8;34;134;13;80;8;14;5;14;14;3;13;5;8;1;0.01;0.5;FALSE;FALSE;100;10;4;log2;10
0,05;0;RandomForestClassifier;0.3767441860465116;0.1804678796880802;0.24403715792116495;0.48232995454521366;0.5962183183585893;194;70;13;34;200;8;21;134;5;70;8;21;5;14;14;5;5;5;13;1;0.01;0.5;FALSE;FALSE;300;10;4;log2;10
0,05;1;RandomForestClassifier;0.6421274525701314;0.8312342569269522;0.7245448723813009;0.5176700454547863;0.5962183183585893;194;70;13;34;200;8;21;134;5;70;8;21;5;14;14;5;5;5;13;1;0.01;0.5;FALSE;FALSE;300;10;4;log2;10
0,05;0;RandomForestClassifier;0.36665230504093066;0.3160044559970293;0.3394495412844037;0.49365931607990743;0.5558535604130347;195;70;13;34;200;5;34;134;5;80;13;14;9;21;14;3;8;3;8;1;0.03;0.3;FALSE;TRUE;100;2;2;sqrt;10
0,05;1;RandomForestClassifier;0.6413551401869159;0.6914357682619647;0.6654545454545454;0.5063406839200926;0.5558535604130347;195;70;13;34;200;5;34;134;5;80;13;14;9;21;14;3;8;3;8;1;0.03;0.3;FALSE;TRUE;100;2;2;sqrt;10
0,05;0;RandomForestClassifier;0.4409937888198758;0.02636464909023394;0.049754730203223546;0.4384406286410363;0.6363148719324125;196;70;13;34;200;5;34;200;5;70;8;21;5;14;5;3;8;5;5;1;0.03;0.8;FALSE;TRUE;300;5;1;log2;10
0,05;1;RandomForestClassifier;0.640625;0.9811083123425692;0.7751243781094528;0.5615593713589637;0.6363148719324125;196;70;13;34;200;5;34;200;5;70;8;21;5;14;5;3;8;5;5;1;0.03;0.8;FALSE;TRUE;300;5;1;log2;10
0,05;0;RandomForestClassifier;0.3708812260536398;0.35945042703304864;0.3650763718649821;0.47778759373354374;0.5484779401904251;197;70;21;34;200;8;21;200;5;80;21;14;5;21;5;5;5;5;5;1;0.01;0.3;FALSE;FALSE;200;10;2;log2;10
0,05;1;RandomForestClassifier;0.6441097586135754;0.6553316540722083;0.6496722505462491;0.5222124062664563;0.5484779401904251;197;70;21;34;200;8;21;200;5;80;21;14;5;21;5;5;5;5;5;1;0.01;0.3;FALSE;FALSE;200;10;2;log2;10
0,05;0;RandomForestClassifier;0.35275519421860885;0.29001113999257333;0.31832076625229266;0.4695056343793952;0.5514281882794689;198;70;21;34;200;8;21;200;5;80;8;14;5;14;5;5;5;3;13;1;0.03;0.3;FALSE;TRUE;200;5;1;log2;10
0,05;1;RandomForestClassifier;0.6353232881937821;0.6992023509655751;0.6657339862096533;0.5304943656206049;0.5514281882794689;198;70;21;34;200;8;21;200;5;80;8;14;5;14;5;5;5;3;13;1;0.03;0.3;FALSE;TRUE;200;5;1;log2;10
0,05;0;RandomForestClassifier;0.3688345700567438;0.31377645748236166;0.33908507223113965;0.4639780795002;0.5582673997586161;199;70;21;21;200;13;21;134;5;70;21;21;9;21;14;3;8;5;8;1;0.03;0.3;FALSE;TRUE;100;10;2;sqrt;10
0,05;1;RandomForestClassifier;0.6422764227642277;0.6964735516372796;0.6682779456193354;0.5360219204998;0.5582673997586161;199;70;21;21;200;13;21;134;5;70;21;21;9;21;14;3;8;5;8;1;0.03;0.3;FALSE;TRUE;100;10;2;sqrt;10
0,05;0;RandomForestClassifier;0.3902439024390244;0.03564797623468251;0.06532834297380061;0.4368870159068369;0.6316212954271154;200;70;13;21;200;13;21;200;13;70;13;21;9;14;5;3;5;3;5;1;0.03;0.8;FALSE;FALSE;100;10;4;sqrt;10
0,05;1;RandomForestClassifier;0.6398557758979337;0.9685138539042821;0.7706054279749478;0.5631129840931632;0.6316212954271154;200;70;13;21;200;13;21;200;13;70;13;21;9;14;5;3;5;3;5;1;0.03;0.8;FALSE;FALSE;100;10;4;sqrt;10
0,05;0;RandomForestClassifier;0.37057808455565144;0.3189751206832529;0.3428457393733786;0.46471252240547767;0.5584015019444817;201;70;21;21;200;5;21;134;5;80;13;14;5;21;14;3;8;3;13;3;0.01;0.3;FALSE;TRUE;100;2;2;log2;10
0,05;1;RandomForestClassifier;0.6431212298112473;0.693744752308984;0.6674745026759568;0.5352874775945223;0.5584015019444817;201;70;21;21;200;5;21;134;5;80;13;14;5;21;14;3;8;3;13;3;0.01;0.3;FALSE;TRUE;100;2;2;log2;10
0,05;0;RandomForestClassifier;0.37202380952380953;0.18566654288897141;0.24770869457517958;0.48669545667266223;0.5927316615260829;202;70;13;34;200;8;34;134;5;70;8;14;9;14;5;3;13;5;8;1;0.03;0.5;FALSE;TRUE;100;5;4;log2;10
0,05;1;RandomForestClassifier;0.6412563389497792;0.8228379513014273;0.7207869817045142;0.5133045433273378;0.5927316615260829;202;70;13;34;200;8;34;134;5;70;8;14;9;14;5;3;13;5;8;1;0.03;0.5;FALSE;TRUE;100;5;4;log2;10
0,05;0;RandomForestClassifier;0.3508771929824561;0.20794652803564798;0.2611331312660294;0.49265646732222074;0.5750301729918198;203;70;21;34;200;8;21;200;13;70;13;21;5;14;5;5;8;3;3;1;0.03;0.5;FALSE;FALSE;100;2;2;log2;10
0,05;1;RandomForestClassifier;0.6360689302166865;0.7825356842989085;0.7017411764705882;0.5073435326777793;0.5750301729918198;203;70;21;34;200;8;21;200;13;70;13;21;5;14;5;5;8;3;3;1;0.03;0.5;FALSE;FALSE;100;2;2;log2;10
0,05;0;RandomForestClassifier;0.3831812772709242;0.35870776086149275;0.3705408515535098;0.4740575045606001;0.5598766259890037;204;70;21;21;200;8;21;200;13;80;13;14;5;21;5;5;5;3;8;1;0.01;0.3;FALSE;TRUE;100;2;2;sqrt;10
0,05;1;RandomForestClassifier;0.6501215559157212;0.6735936188077246;0.6616494845360825;0.5259424954393999;0.5598766259890037;204;70;21;21;200;8;21;200;13;80;13;14;5;21;5;5;5;3;8;1;0.01;0.3;FALSE;TRUE;100;2;2;sqrt;10
0,05;0;RandomForestClassifier;0.3584905660377358;0.02116598588934274;0.03997194950911641;0.451243513752575;0.6328282150999062;205;70;13;21;200;5;21;134;13;70;13;14;9;14;14;3;8;5;3;1;0.01;0.8;FALSE;FALSE;100;2;4;sqrt;10
0,05;1;RandomForestClassifier;0.6388051520964648;0.9785894206549118;0.7730061349693251;0.548756486247425;0.6328282150999062;205;70;13;21;200;5;21;134;13;70;13;14;9;14;14;3;8;5;3;1;0.01;0.8;FALSE;FALSE;100;2;4;sqrt;10
0,05;0;RandomForestClassifier;0.4581497797356828;0.038618640920906055;0.07123287671232877;0.4311112430990817;0.6363148719324125;206;70;21;21;200;13;34;134;13;80;21;14;9;21;5;3;8;5;5;3;0.01;0.8;FALSE;TRUE;200;2;2;log2;10
0,05;1;RandomForestClassifier;0.6419087136929461;0.9741813602015114;0.7738869434717359;0.5688887569009183;0.6363148719324125;206;70;21;21;200;13;34;134;13;80;21;14;9;21;5;3;8;5;5;3;0.01;0.8;FALSE;TRUE;200;2;2;log2;10
0,05;0;RandomForestClassifier;0.430622009569378;0.03341997772001486;0.06202618883528601;0.4388701091831514;0.6349738500737562;207;70;21;21;200;8;34;134;5;70;21;21;9;14;5;5;13;5;8;1;0.03;0.8;FALSE;FALSE;100;5;2;log2;10
0,05;1;RandomForestClassifier;0.6408664459161147;0.9750209907640638;0.7733932733932734;0.5611298908168486;0.6349738500737562;207;70;21;21;200;8;34;134;5;70;21;21;9;14;5;5;13;5;8;1;0.03;0.8;FALSE;FALSE;100;5;2;log2;10
0,05;0;RandomForestClassifier;0.3718442447582371;0.3226884515410323;0.3455268389662028;0.4898332758094422;0.5585356041303473;208;70;13;34;200;8;21;134;13;70;8;14;9;21;14;3;5;3;5;3;0.03;0.3;FALSE;FALSE;300;5;2;sqrt;10
0,05;1;RandomForestClassifier;0.64375;0.691855583543241;0.6669364629704573;0.5101667241905578;0.5585356041303473;208;70;13;34;200;8;21;134;13;70;8;14;9;21;14;3;5;3;5;3;0.03;0.3;FALSE;FALSE;300;5;2;sqrt;10
0,05;0;RandomForestClassifier;0.3879239040529363;0.1741552172298552;0.24038954382368016;0.47336324263889057;0.6025211210942738;209;70;13;21;200;13;34;134;5;70;13;21;5;21;14;5;13;3;13;1;0.01;0.5;FALSE;FALSE;100;10;4;sqrt;10
